year,month,state,customers,price,revenue,sales
2008,8,Maine,787113,14.07,142.47558,1012.7243
2008,8,Maryland,2428319,13.73,793.95022,5784.15854
2008,8,Massachusetts,3046497,17.14,859.0358,5012.33464
2008,8,Michigan,4801810,9.67,902.12366,9330.28464
2008,8,Minnesota,2566741,8.42,522.58441,6210.02395
2008,8,Mississippi,1474855,9.91,477.2344,4818.02945
2008,8,Missouri,3150341,8.03,643.56248,8017.47466
2008,8,Montana,567319,8.1,108.496,1340.08881
2008,8,Nebraska,1014391,7.35,206.46633,2809.03882
2008,8,Nevada,1215632,9.87,390.2063,3954.34722
2008,8,Alabama,2498173,9.33,812.06675,8704.04386
2008,8,California,14844781,14.07,3490.92892,24807.84671
2008,8,Colorado,2547318,9.63,468.37335,4863.51054
2008,8,Connecticut,1614677,19.24,512.16089,2661.37322
2008,8,Idaho,781778,5.95,138.93868,2333.95603
2008,8,Illinois,5687621,9.65,1292.61793,13391.26499
2008,8,Hawaii,471525,32.65,298.81512,915.25303
2008,8,Alaska,318670,15.27,74.81861,490.10523
2008,8,Indiana,3084480,7.48,722.08626,9647.93045
2008,8,Iowa,1544312,7.96,325.05312,4081.40003
2008,8,Kansas,1518998,8.27,334.88217,4049.25354
2008,8,Kentucky,2234076,6.83,530.90063,7769.93973
2008,8,Florida,9641679,11.23,2467.55104,21982.10905
2008,8,Georgia,4605797,9.79,1329.32822,13583.43406
2008,8,Delaware,441656,12.84,145.18877,1131.01075
2008,8,District of Columbia,243591,13.95,149.86447,1074.62965
2008,8,Arizona,2825450,9.99,848.6159,8492.20937
2008,8,Arkansas,1525756,8.13,383.37927,4713.95741
2008,8,Wisconsin,2921562,9.42,591.64475,6279.62138
2008,8,New York,7942439,18.81,2571.90345,13669.57171
2008,8,North Carolina,4816389,8.3,1058.45288,12745.56348
2008,8,North Dakota,378644,7.03,69.9757,994.68711
2008,8,Wyoming,322635,5.85,82.14972,1403.597
2008,8,New England,7001009,16.94,1834.44672,10831.12092
2008,8,Middle Atlantic,17785722,14.87,5104.18834,34314.01266
2008,8,East North Central,22013570,9.0,4760.85525,52893.31435
2008,8,West North Central,10609260,8.01,2175.57485,27145.78545
2008,8,South Atlantic,29193892,9.95,7683.64155,77200.48908
2008,8,East South Central,9364327,8.46,2633.38893,31133.66597
2008,8,West South Central,16697667,11.16,6026.87982,53998.94069
2008,8,Ohio,5518097,8.79,1252.38265,14244.2129
2008,8,Oklahoma,1919162,9.16,516.42241,5636.25986
2008,8,Oregon,1880361,7.1,287.7028,4054.63439
2008,8,Pennsylvania,5933445,9.76,1256.86316,12878.65838
2008,8,Rhode Island,491486,16.7,111.95006,670.22546
2008,8,Mountain,10294963,8.92,2434.6616,27282.37593
2008,8,Pacific Contiguous,19908262,11.84,4219.37092,35651.36512
2008,8,Pacific Noncontiguous,790195,26.59,373.63373,1405.35826
2008,8,U.S. Total,143658867,10.59,37246.64169,351856.42843
2008,8,New Jersey,3909838,16.42,1275.42172,7765.78258
2008,8,New Mexico,983539,9.53,203.28355,2133.07202
2008,8,South Carolina,2422758,8.42,671.9798,7976.97264
2008,8,South Dakota,435833,7.42,73.05064,983.90735
2008,8,Tennessee,3157223,8.26,813.18714,9841.65293
2008,8,Texas,11038396,11.9,4239.99991,35633.21544
2008,8,Utah,1051292,7.05,194.59809,2761.59495
2008,8,Vermont,356841,12.29,60.31818,490.72334
2008,8,Virginia,3583001,8.93,904.98554,10134.07444
2008,8,Washington,3183120,6.49,440.7392,6788.88402
2008,8,West Virginia,1010702,5.82,162.34063,2788.53648
2008,9,Virginia,3586768,8.66,784.26872,9054.76491
2008,9,Washington,3179968,6.48,415.81042,6419.70618
2008,9,West Virginia,1011302,5.72,148.85667,2604.61371
2008,9,Wisconsin,2923545,9.32,527.48812,5661.77734
2008,9,Wyoming,323507,5.72,73.50766,1284.50483
2008,9,New England,6997451,16.3,1706.76504,10469.14159
2008,9,Middle Atlantic,17777710,13.95,4474.33091,32064.35622
2008,9,East North Central,22008718,8.75,4183.72586,47807.21388
2008,9,West North Central,10511374,7.43,1725.11448,23211.47659
2008,9,South Atlantic,29279210,9.86,7069.44385,71677.85455
2008,9,East South Central,9363254,8.23,2419.48635,29405.7843
2008,9,West South Central,16685173,10.65,4961.19906,46595.95604
2008,9,Mountain,10297659,8.7,2052.9023,23585.22646
2008,9,Pacific Contiguous,19818294,11.45,4089.90033,35710.49632
2008,9,Pacific Noncontiguous,792422,26.66,367.50137,1378.70471
2008,9,U.S. Total,143531265,10.27,33050.36954,321906.21066
2008,9,Ohio,5512674,8.54,1095.15545,12821.11667
2008,9,Oklahoma,1919434,8.69,416.26171,4789.44878
2008,9,Oregon,1880539,7.18,266.35149,3708.29613
2008,9,Pennsylvania,5939131,9.35,1155.62917,12355.0483
2008,9,Rhode Island,491297,16.0,99.57157,622.19169
2008,9,South Carolina,2424235,8.23,579.99929,7049.6774
2008,9,South Dakota,432446,7.56,64.27483,849.82909
2008,9,Tennessee,3159316,8.19,772.0325,9426.47913
2008,9,Texas,11033197,11.33,3465.81922,30580.54374
2008,9,Utah,1052020,6.99,156.95993,2244.07852
2008,9,Vermont,357256,12.5,57.5087,460.16504
2008,9,Kansas,1513701,7.61,251.40548,3304.81663
2008,9,Kentucky,2234168,6.46,502.11043,7767.66526
2008,9,Louisiana,2207762,10.46,749.96603,7168.84601
2008,9,Maine,787167,13.58,134.51604,990.78737
2008,9,Maryland,2429038,14.01,731.97178,5223.84679
2008,9,Massachusetts,3042131,16.31,779.34034,4779.65565
2008,9,Michigan,4807025,9.01,799.54495,8877.61579
2008,9,Minnesota,2567197,7.89,431.75896,5474.7219
2008,9,District of Columbia,244020,13.8,136.45351,988.89802
2008,9,Florida,9710492,11.16,2493.44975,22344.32224
2008,9,Georgia,4601799,9.29,1114.38402,11994.94758
2008,9,Hawaii,472925,33.32,293.35103,880.40874
2008,9,Idaho,782783,5.88,107.91197,1836.3277
2008,9,Alaska,319497,14.88,74.15034,498.29597
2008,9,Arizona,2826834,9.5,724.37658,7623.84694
2008,9,Arkansas,1524780,8.11,329.1521,4057.11751
2008,9,California,14757787,13.32,3407.73842,25582.49401
2008,9,Colorado,2547941,9.41,404.89542,4300.81039
2008,9,Connecticut,1617325,18.37,500.48282,2724.02201
2008,9,Delaware,442063,13.16,135.91862,1033.06313
2008,9,Alabama,2496593,9.26,733.61008,7921.9559
2008,9,Mississippi,1473177,9.6,411.73334,4289.684
2008,9,Missouri,3060502,7.12,487.17586,6837.87333
2008,9,Montana,566969,8.15,96.68345,1186.77106
2008,9,Nebraska,1014113,7.27,168.27313,2314.84981
2008,9,Nevada,1214234,9.88,319.88831,3236.84574
2008,9,New Hampshire,702275,15.17,135.34557,892.31984
2008,9,New Jersey,3900184,15.44,1077.2359,6974.71847
2008,9,New Mexico,983371,9.01,168.67899,1872.04129
2008,9,New York,7938395,17.6,2241.46584,12734.58946
2008,9,North Carolina,4829493,8.29,944.1415,11383.72077
2008,9,North Dakota,379074,7.15,64.70522,905.6009
2008,9,Indiana,3090550,7.42,649.98717,8754.515
2008,9,Iowa,1544341,7.31,257.521,3523.78494
2008,9,Illinois,5674924,9.51,1111.55017,11692.18909
2008,10,Idaho,782633,5.89,101.6106,1724.82209
2008,10,Illinois,5662818,9.53,1080.4951,11337.02148
2008,10,Indiana,3089184,7.64,624.34224,8177.25348
2008,10,Arizona,2833384,9.19,579.27514,6301.7958
2008,10,Arkansas,1522761,7.66,269.37809,3517.59791
2008,10,Iowa,1546257,6.55,237.2339,3619.71917
2008,10,Kansas,1511984,7.26,215.42664,2967.0786
2008,10,Kentucky,2232342,6.58,497.31983,7554.19478
2008,10,Louisiana,2212656,10.2,601.54613,5895.64435
2008,10,Maine,786536,13.64,133.05164,975.33784
2008,10,Maryland,2430183,13.75,642.96964,4677.36794
2008,10,Massachusetts,3054283,16.96,721.3068,4252.16029
2008,10,Michigan,4814203,8.88,730.94691,8232.504
2008,10,Minnesota,2569133,7.52,406.479,5408.27083
2008,10,Georgia,4598469,8.87,905.80427,10213.25903
2008,10,Hawaii,472448,32.28,287.53588,890.7568
2008,10,Delaware,441952,12.68,116.79761,920.94504
2008,10,District of Columbia,245312,13.71,122.25235,891.65852
2008,10,Florida,9552302,11.16,2125.08612,19036.4742
2008,10,Mississippi,1472339,9.31,349.26972,3753.18173
2008,10,Missouri,3061611,6.54,407.04012,6224.97462
2008,10,Montana,565921,7.69,91.37974,1188.41114
2008,10,Nebraska,980609,6.47,140.63527,2174.62387
2008,10,Nevada,1212889,9.79,267.94249,2735.68579
2008,10,New Hampshire,702777,15.36,130.24171,847.69371
2008,10,New Jersey,3884281,13.83,848.506,6133.89592
2008,10,East North Central,21995251,8.74,3978.31059,45494.27733
2008,10,Pennsylvania,5938463,9.36,1060.55603,11331.96044
2008,10,Rhode Island,490708,15.6,92.92255,595.71462
2008,10,South Carolina,2423991,8.05,487.3671,6054.52201
2008,10,Pacific Contiguous,20360838,10.74,3637.39021,33857.75314
2008,10,Pacific Noncontiguous,791773,25.8,363.24044,1408.01469
2008,10,New Mexico,984090,8.44,148.51155,1759.78659
2008,10,New York,7943649,15.83,1777.92654,11231.53495
2008,10,North Carolina,4827152,8.3,811.53597,9777.15134
2008,10,North Dakota,379654,6.93,65.90698,951.07165
2008,10,Ohio,5504677,8.58,1048.40048,12215.91279
2008,10,Oklahoma,1918716,8.18,336.18207,4111.47479
2008,10,Oregon,1879116,7.3,275.87139,3778.59604
2008,10,Virginia,3589257,8.48,689.05558,8126.1411
2008,10,West Virginia,1012022,5.7,153.35479,2689.30031
2008,10,Wyoming,323691,5.98,83.58749,1396.80033
2008,10,New England,7003908,16.52,1569.19742,9501.31715
2008,10,Middle Atlantic,17766393,12.85,3686.98857,28697.39131
2008,10,Texas,11031105,10.98,2966.67716,27016.63219
2008,10,Utah,1052556,6.7,150.62456,2247.99467
2008,10,Vermont,357101,12.36,56.37755,456.25103
2008,10,West North Central,10484907,6.92,1532.84864,22153.9592
2008,10,South Atlantic,29120640,9.7,6054.22344,62386.81948
2008,10,South Dakota,435659,7.44,60.12674,808.22046
2008,10,Tennessee,3150866,9.2,751.65456,8165.78422
2008,10,Washington,3190816,6.54,428.97429,6557.36707
2008,10,Wisconsin,2924369,8.93,494.12585,5531.58558
2008,10,East South Central,9351833,8.52,2233.46627,26218.95477
2008,10,West South Central,16685238,10.3,4173.78345,40541.34924
2008,10,Mountain,10305763,8.23,1769.20491,21502.23805
2008,10,U.S. Total,143866544,9.94,28998.65394,291762.07434
2008,10,Alabama,2496286,9.42,635.22216,6745.79405
2008,10,Alaska,319325,14.64,75.70457,517.25789
2008,10,California,15290906,12.47,2932.54453,23521.79003
2008,10,Colorado,2550599,8.35,346.27334,4146.94163
2008,10,Connecticut,1612503,18.33,435.29718,2374.15967
2008,11,Colorado,2549649,8.3,341.62638,4114.2738
2008,11,Connecticut,1604785,18.11,431.4566,2382.54946
2008,11,Alabama,2496033,9.27,585.31735,6312.27553
2008,11,Alaska,317374,14.6,79.96639,547.75214
2008,11,Arkansas,1517952,7.5,243.96089,3254.65885
2008,11,California,14100214,12.48,2418.08701,19377.18211
2008,11,Delaware,441932,12.28,103.0248,839.04457
2008,11,District of Columbia,245855,13.12,116.13433,884.8424
2008,11,Florida,9686551,11.02,1829.5623,16604.90833
2008,11,Georgia,4599581,8.55,827.02146,9671.82745
2008,11,Hawaii,471493,29.94,251.54079,840.01787
2008,11,Idaho,782141,5.94,102.9996,1733.9775
2008,11,Illinois,5679981,9.66,1065.23741,11025.167
2008,11,Indiana,3093288,7.58,607.54977,8018.21872
2008,11,Iowa,1541060,6.29,223.75435,3554.9537
2008,11,Kansas,1515597,6.99,203.27082,2907.26583
2008,11,Louisiana,2208018,9.51,554.19027,5830.13546
2008,11,Maryland,2431592,12.63,609.4211,4823.47459
2008,11,Massachusetts,3047399,16.12,700.85351,4346.6965
2008,11,Michigan,4805564,8.74,703.5873,8050.37471
2008,11,New Hampshire,698481,15.01,129.41085,861.97622
2008,11,New Jersey,3905063,13.58,822.10361,6054.63941
2008,11,New York,7946167,15.01,1646.72907,10971.88665
2008,11,North Carolina,4821292,7.82,756.3398,9671.58933
2008,11,North Dakota,379276,6.75,69.94715,1036.69807
2008,11,Ohio,5520075,8.57,1038.9177,12128.99204
2008,11,Oklahoma,1919925,7.34,287.67574,3919.66905
2008,11,Pennsylvania,5938074,9.3,1091.06846,11726.07254
2008,11,East North Central,22006012,8.76,3911.51932,44649.57214
2008,11,South Atlantic,29251037,9.39,5602.04209,59677.20298
2008,11,East South Central,9352103,8.42,2100.07651,24935.72022
2008,11,West South Central,16744524,9.78,3633.65345,37142.52967
2008,11,Mountain,10305715,7.68,1529.86237,19926.36792
2008,11,Pacific Contiguous,19111539,10.54,3148.85209,29877.73947
2008,11,Pacific Noncontiguous,788867,23.89,331.50718,1387.77001
2008,11,Minnesota,2558996,7.67,418.36472,5453.3016
2008,11,Mississippi,1470759,9.29,318.28546,3424.98922
2008,11,Missouri,3061630,6.56,414.058,6312.53206
2008,11,Montana,562780,7.44,89.99857,1210.093
2008,11,Nebraska,977356,6.27,137.93986,2201.21911
2008,11,Nevada,1212043,9.02,215.2325,2385.25021
2008,11,Rhode Island,493194,17.54,118.97598,678.2061
2008,11,South Carolina,2419850,8.03,467.98205,5825.7754
2008,11,South Dakota,432662,7.12,62.26276,874.58668
2008,11,Tennessee,3150443,9.2,709.09038,7707.52562
2008,11,Utah,1052132,6.09,131.9003,2166.62162
2008,11,Virginia,3590952,8.56,720.65946,8414.5933
2008,11,Washington,3139184,6.74,450.33193,6679.1955
2008,11,Kentucky,2234868,6.51,487.38331,7490.92985
2008,11,Maine,786223,13.96,127.29416,911.95847
2008,11,Vermont,356251,12.39,56.85803,458.96496
2008,11,West Virginia,1013432,5.84,171.8968,2941.14761
2008,11,Texas,11098629,10.56,2547.82655,24138.06631
2008,11,Wyoming,321685,5.58,76.32403,1368.25803
2008,11,New England,6986333,16.23,1564.84913,9640.35171
2008,11,Middle Atlantic,17789304,12.38,3559.90114,28752.59861
2008,11,West North Central,10466577,6.85,1529.59766,22340.55705
2008,11,U.S. Total,142802011,9.67,26911.86093,278330.40976
2008,11,New Mexico,983297,7.81,131.67926,1686.62601
2008,11,Oregon,1872141,7.34,280.43315,3821.36187
2008,11,Wisconsin,2907104,9.14,496.22714,5426.81967
2008,11,Arizona,2841988,8.36,440.10173,5261.26775
2008,12,New York,7960042,14.76,1797.79084,12176.91617
2008,12,North Carolina,4833479,8.19,856.22147,10448.97402
2008,12,North Dakota,379985,6.34,80.79723,1273.8633
2008,12,Ohio,5526201,8.41,1152.20356,13695.99698
2008,12,Massachusetts,3046204,16.59,765.18414,4613.13376
2008,12,Alabama,2497357,9.02,614.09444,6811.74905
2008,12,Alaska,316628,14.36,83.50233,581.55858
2008,12,Arizona,2852209,8.48,460.94053,5437.53019
2008,12,Arkansas,1517428,7.5,269.03835,3585.76603
2008,12,California,15256613,11.64,2613.09912,22447.75299
2008,12,Colorado,2553879,8.01,351.97961,4394.61333
2008,12,Connecticut,1606469,17.88,478.30284,2675.47803
2008,12,Tennessee,3147495,9.29,796.77536,8574.76742
2008,12,Texas,11146125,10.82,2815.62377,26028.78079
2008,12,Utah,1053897,5.97,140.74743,2356.00833
2008,12,Vermont,355729,12.45,63.33643,508.88003
2008,12,Virginia,3593565,8.73,841.95366,9646.34514
2008,12,Washington,3172348,6.77,547.19439,8076.89686
2008,12,West Virginia,1015091,5.8,181.3455,3126.92368
2008,12,Wisconsin,2930358,8.92,530.69159,5949.79764
2008,12,Wyoming,324627,5.68,90.68748,1596.91039
2008,12,New England,6970157,16.41,1692.44335,10315.78534
2008,12,South Atlantic,29216112,9.51,6130.73274,64453.02562
2008,12,East South Central,9339428,8.29,2268.7835,27355.49863
2008,12,Oklahoma,1922378,6.5,311.63805,4791.77338
2008,12,Middle Atlantic,17803986,12.23,3897.08083,31872.14204
2008,12,West North Central,10480563,6.8,1756.54922,25824.68246
2008,12,Minnesota,2563820,7.55,452.99665,6000.13192
2008,12,New Hampshire,698588,15.2,133.30826,877.24008
2008,12,Nevada,1212501,9.63,249.878,2595.93677
2008,12,Michigan,4902670,9.01,810.1142,8995.32581
2008,12,Mississippi,1472029,9.26,337.84011,3647.45042
2008,12,Montana,564951,7.51,103.85359,1382.78111
2008,12,New Mexico,985522,7.65,137.78339,1801.43143
2008,12,Oregon,1873047,7.26,341.28956,4703.86453
2008,12,New Jersey,3892938,13.69,896.99714,6552.57018
2008,12,Pennsylvania,5951006,9.15,1202.29285,13142.65569
2008,12,Rhode Island,477534,17.14,108.3719,632.24573
2008,12,South Carolina,2425371,8.08,506.50398,6267.9253
2008,12,South Dakota,431808,6.94,70.55877,1016.91341
2008,12,Nebraska,980075,6.13,162.16533,2644.16426
2008,12,Missouri,3063111,6.32,479.02959,7580.24071
2008,12,Mountain,10331195,7.67,1656.28935,21581.35806
2008,12,Pacific Noncontiguous,788682,21.09,298.8534,1416.96365
2008,12,East North Central,22115810,8.57,4322.31541,50431.14825
2008,12,Louisiana,2210519,8.65,521.68423,6030.69003
2008,12,Maine,785633,14.27,143.9398,1008.80772
2008,12,Maryland,2434169,13.0,720.46351,5543.19412
2008,12,Illinois,5658258,9.2,1164.89084,12665.2019
2008,12,Iowa,1545796,7.01,279.96888,3993.49093
2008,12,Kansas,1515968,6.97,231.03277,3315.87793
2008,12,Kentucky,2222547,6.25,520.07359,8321.53174
2008,12,District of Columbia,246824,12.84,124.03602,966.13368
2008,12,Georgia,4603227,8.46,893.14994,10553.44138
2008,12,Hawaii,472054,25.78,215.35108,835.40507
2008,12,West South Central,16796450,9.69,3917.9844,40437.01023
2008,12,Pacific Contiguous,20302008,9.94,3501.58307,35228.51437
2008,12,Idaho,783609,5.97,120.41933,2016.14651
2008,12,Delaware,442667,12.4,122.42777,986.97395
2008,12,Florida,9621719,11.14,1884.63089,16913.11435
2008,12,Indiana,3098323,7.28,664.41523,9124.82591
2008,12,U.S. Total,144144391,9.53,29442.61526,308916.12865
2009,1,East North Central,22037501,8.78,4542.96504,51731.25952
2009,1,West North Central,10415018,6.85,1810.36981,26425.51921
2009,1,South Atlantic,29224759,9.8,6822.0446,69594.36948
2009,1,East South Central,9324642,8.35,2353.6962,28175.4316
2009,1,West South Central,16707988,9.45,4059.97887,42966.25533
2009,1,Mountain,10262037,7.66,1653.01373,21576.78039
2009,1,Pacific Contiguous,19595826,10.2,3530.67535,34617.59517
2009,1,Pacific Noncontiguous,791190,19.53,280.41111,1435.6154
2009,1,Pennsylvania,5940643,9.23,1317.53746,14274.20531
2009,1,Rhode Island,491694,15.69,111.24489,709.0145
2009,1,South Carolina,2423968,8.4,558.6489,6650.60135
2009,1,South Dakota,434862,6.99,76.97777,1102.02109
2009,1,Tennessee,3145218,9.16,800.34555,8739.37973
2009,1,Utah,1056808,6.19,149.75667,2418.54633
2009,1,Vermont,355961,12.47,66.91935,536.45715
2009,1,Virginia,3597560,8.91,948.67328,10648.14115
2009,1,Washington,3174596,6.72,616.4655,9167.1834
2009,1,West Virginia,1014769,6.28,213.41859,3396.61451
2009,1,Wisconsin,2936965,9.62,590.74936,6139.51402
2009,1,Wyoming,321119,5.78,85.36001,1476.51032
2009,1,New England,6949210,16.3,1835.42626,11257.28526
2009,1,Middle Atlantic,17784037,12.58,4258.20644,33843.85569
2009,1,Hawaii,474684,22.76,184.97922,812.72425
2009,1,Idaho,784514,5.99,123.22661,2056.82994
2009,1,Illinois,5675192,9.27,1201.70933,12969.98932
2009,1,Indiana,3098790,7.58,714.36792,9430.04052
2009,1,Iowa,1544860,6.78,282.32584,4166.85598
2009,1,Georgia,4614558,8.69,990.34411,11397.5295
2009,1,Minnesota,2566713,7.71,469.46192,6088.66212
2009,1,Mississippi,1467975,9.05,344.01175,3799.56273
2009,1,Missouri,3062333,6.35,496.62045,7824.5787
2009,1,Nebraska,980104,6.32,166.26746,2631.51457
2009,1,Nevada,1216802,9.89,252.57177,2554.16909
2009,1,New Hampshire,679578,15.22,151.73723,996.89915
2009,1,New Jersey,3898224,14.35,965.36153,6727.73963
2009,1,New York,7945170,15.38,1975.30745,12841.91075
2009,1,North Carolina,4829560,8.32,966.3384,11608.72575
2009,1,North Dakota,380703,6.08,80.24289,1318.89336
2009,1,Ohio,5523101,8.59,1240.7706,14451.56938
2009,1,Oklahoma,1920870,6.81,311.3541,4573.49965
2009,1,Oregon,1874649,7.36,331.54541,4502.81046
2009,1,Kansas,1445443,7.24,238.47348,3292.9934
2009,1,Alabama,2490200,9.14,653.54995,7153.59302
2009,1,Alaska,316506,15.32,95.43189,622.89115
2009,1,Arizona,2858616,8.48,463.35639,5461.17269
2009,1,Arkansas,1516633,7.64,288.15255,3772.84655
2009,1,Maine,786298,14.6,153.02483,1047.99579
2009,1,Maryland,2437245,13.17,808.28773,6138.46955
2009,1,Massachusetts,3033694,16.34,837.66631,5127.95811
2009,1,Michigan,4803453,9.1,795.36784,8740.14629
2009,1,Montana,570674,7.53,111.05032,1475.24624
2009,1,New Mexico,983823,7.87,142.54212,1810.10061
2009,1,Texas,11050361,10.41,2949.77338,28331.88743
2009,1,Kentucky,2221249,6.55,555.78895,8482.89613
2009,1,Louisiana,2220124,8.12,510.69884,6288.02169
2009,1,U.S. Total,143092208,9.68,31146.78739,321623.96705
2009,1,California,14546581,12.33,2582.66444,20947.60131
2009,1,Colorado,2469681,7.52,325.14984,4324.20517
2009,1,Connecticut,1601985,18.13,514.83365,2838.96057
2009,1,Delaware,444113,12.2,130.94809,1073.34327
2009,1,District of Columbia,247542,13.22,136.538,1032.77428
2009,1,Florida,9615444,11.72,2068.8475,17648.17011
2009,2,Louisiana,2219488,8.07,477.82125,5923.26662
2009,2,Maryland,2437333,13.43,698.30474,5198.2939
2009,2,Massachusetts,3056897,16.12,746.89722,4634.77658
2009,2,Michigan,4798739,8.9,730.95655,8217.15561
2009,2,District of Columbia,247245,13.06,111.12303,850.93556
2009,2,Florida,9667399,11.98,2004.57625,16732.76128
2009,2,Georgia,4619994,8.81,896.29626,10168.29755
2009,2,Idaho,784549,6.14,109.97941,1791.81082
2009,2,Illinois,5697486,9.45,1023.65163,10830.38169
2009,2,Indiana,3097295,7.75,651.09418,8398.79405
2009,2,Kansas,1450290,7.85,223.37025,2845.17027
2009,2,Kentucky,2222304,6.68,499.95807,7487.03622
2009,2,Alaska,316244,14.68,81.6185,556.03016
2009,2,Arizona,2861904,8.67,418.28046,4823.85546
2009,2,Arkansas,1513586,7.74,269.51393,3483.29267
2009,2,California,14271165,12.26,2340.03441,19092.35221
2009,2,Connecticut,1597074,18.35,489.1844,2666.29526
2009,2,Minnesota,2567373,7.88,431.55297,5474.64594
2009,2,Missouri,3066089,6.59,425.37167,6454.3722
2009,2,Montana,569328,7.55,96.12887,1274.04195
2009,2,Nebraska,979936,6.73,158.636,2357.00331
2009,2,Nevada,1212394,9.66,221.70787,2293.9842
2009,2,New Hampshire,681824,15.27,150.81173,987.39712
2009,2,New Jersey,3900777,14.27,854.39063,5987.5646
2009,2,New Mexico,982446,8.35,133.1612,1594.21464
2009,2,New York,7948128,14.99,1756.76777,11718.31481
2009,2,North Carolina,4832345,8.48,889.57959,10493.44792
2009,2,North Dakota,380781,6.34,75.31084,1187.9553
2009,2,Ohio,5531873,8.57,1049.03733,12243.74826
2009,2,Pacific Contiguous,19320258,10.17,3219.74871,31668.4738
2009,2,Pacific Noncontiguous,789940,18.0,230.63466,1281.64228
2009,2,Oregon,1876182,7.51,307.35442,4092.40423
2009,2,Rhode Island,493125,16.39,93.94765,573.21946
2009,2,South Carolina,2425389,8.45,513.98897,6086.11991
2009,2,South Dakota,431373,7.13,71.76767,1006.79594
2009,2,Texas,11012705,10.41,2524.16171,24237.57688
2009,2,Utah,1056996,6.22,131.80137,2120.65193
2009,2,Vermont,355645,12.7,59.09479,465.13768
2009,2,Virginia,3599605,8.98,801.41036,8926.72643
2009,2,Middle Atlantic,17793677,12.65,3791.0339,29961.19554
2009,2,East North Central,22045736,8.79,3962.37327,45092.98899
2009,2,West North Central,10420214,7.12,1635.57672,22961.85271
2009,2,East South Central,9333167,8.41,2197.02941,26139.20408
2009,2,West South Central,16668494,9.49,3556.3411,37480.34762
2009,2,Mountain,10260049,7.79,1500.19573,19263.16047
2009,2,Delaware,443578,12.12,121.36897,1001.12415
2009,2,Hawaii,473696,20.54,149.01616,725.61213
2009,2,Iowa,1544372,6.86,249.56734,3635.90975
2009,2,Maine,786412,14.61,131.70474,901.22313
2009,2,Oklahoma,1922715,7.43,284.84422,3836.21146
2009,2,Pennsylvania,5944772,9.63,1179.8755,12255.31612
2009,2,Tennessee,3151579,9.13,779.8309,8541.60467
2009,2,Washington,3172911,6.75,572.35988,8483.71736
2009,2,U.S. Total,142891027,9.78,27981.33013,286251.46303
2009,2,Mississippi,1467688,9.19,328.4052,3572.46844
2009,2,West Virginia,1015627,6.63,180.10794,2716.84163
2009,2,Wisconsin,2920343,9.4,507.63359,5402.90938
2009,2,Wyoming,321984,5.9,84.65067,1435.5561
2009,2,New England,6970977,16.34,1671.64053,10228.04923
2009,2,South Atlantic,29288515,10.0,6216.75611,62174.54833
2009,2,Alabama,2491596,9.01,588.83524,6538.09475
2009,2,Colorado,2470448,7.75,304.48588,3929.04536
2009,3,Georgia,4619476,8.48,830.81736,9794.32861
2009,3,Hawaii,474423,18.88,150.3692,796.49962
2009,3,Idaho,785628,6.11,110.60796,1808.93161
2009,3,Illinois,5673931,9.41,1047.54416,11137.03816
2009,3,Indiana,3098790,7.84,623.65755,7949.79768
2009,3,Iowa,1547440,7.04,256.8094,3648.04907
2009,3,Alabama,2490586,8.68,532.73946,6140.10244
2009,3,Kentucky,2224969,6.44,480.59647,7460.21959
2009,3,Louisiana,2228526,7.87,433.72974,5514.06697
2009,3,Alaska,317367,15.17,80.8423,532.85974
2009,3,Arizona,2861703,8.71,436.07814,5004.79698
2009,3,Arkansas,1519185,7.7,251.92354,3271.88382
2009,3,California,14796953,12.19,2422.36048,19875.74023
2009,3,Florida,9627997,11.73,1824.50223,15560.79166
2009,3,Tennessee,3155168,9.23,706.29239,7648.14505
2009,3,Texas,11059930,10.02,2543.28727,25380.42337
2009,3,Kansas,1447448,7.86,223.98323,2849.19793
2009,3,Colorado,2473767,7.63,306.25258,4015.46496
2009,3,Connecticut,1597875,18.12,453.24067,2501.66082
2009,3,Delaware,444028,12.38,115.81286,935.66077
2009,3,District of Columbia,247383,13.5,120.65156,893.5037
2009,3,New York,7954881,14.39,1628.60264,11315.91348
2009,3,North Carolina,4832245,8.39,852.56548,10158.09732
2009,3,North Dakota,381432,6.32,74.19438,1173.84367
2009,3,Massachusetts,3057800,15.74,708.59515,4503.12661
2009,3,Michigan,4798431,8.84,715.761,8096.99866
2009,3,West South Central,16731109,9.13,3497.19894,38325.01856
2009,3,Mountain,10269785,7.84,1543.03121,19686.12478
2009,3,Virginia,3596574,8.94,798.27942,8926.17746
2009,3,Washington,3199964,6.71,552.87011,8235.67574
2009,3,Pacific Contiguous,19879118,10.16,3285.45482,32324.96394
2009,3,Pacific Noncontiguous,791790,17.39,231.2115,1329.35936
2009,3,U.S. Total,143532486,9.64,27349.93024,283807.82623
2009,3,Ohio,5541663,8.92,1093.78957,12268.15976
2009,3,Oklahoma,1923468,6.45,268.2584,4158.6444
2009,3,Oregon,1882201,7.36,310.22424,4213.54798
2009,3,Pennsylvania,5946291,9.42,1165.2786,12369.46589
2009,3,Rhode Island,493794,12.91,85.98323,665.86682
2009,3,South Carolina,2426185,8.32,491.00056,5899.41366
2009,3,Minnesota,2574714,8.1,443.93481,5481.45348
2009,3,Mississippi,1470940,8.97,305.03624,3400.8891
